title,artist,difficulty,youtube_url,workshop_url,download_url,tile_count,creator,tags
Clutterfunk Part 2,Waterflame,7,https://youtu.be/43jJY8h5d6k, ,https://cdn.discordapp.com/attachments/675256851121831937/760936799685836881/Waterflame_-_Clutterfunk_Part_2.zip,801,샤먼트,"EPILEPSY_WARNING, TRIPLET, TRESILLO, SLOW, LONG"
C O Z Y,Muwol (Music Wolf),7,https://www.youtube.com/watch?v=HC1XwadhBaE,https://steamcommunity.com/sharedfiles/filedetails/?id=2742686614,https://drive.google.com/file/d/1fR0Bz8paSPS42-GmYeNHoavgzOWAND0K/view?usp=sharing,639,"Christie, 이엘_ | EL_","TRESILLO, SLOW"
We can do it,theo5970,7,https://youtu.be/Lv9eGciH-4A, ,https://cdn.discordapp.com/attachments/815504574605164554/1001130879843840080/We_can_do_it.zip,450,피렝,"TRIPLET, SLOW"
Lovely Daydream,Kirara Magic,7,https://youtu.be/lVMHflqTsYo, ,https://cdn.discordapp.com/attachments/675256851121831937/749987125948186634/Kirara_Magic_-_Lovely_Daydream.zip,625,공백,"PSEUDO, SLOW"
Inferno,F-777,7,https://youtu.be/Z6Tfhs7YeU0, ,https://cdn.discordapp.com/attachments/815504574605164554/1001136323039604746/Inferno.zip,461,피렝,TRESILLO
Shoot the Moon!,ああああ,7,https://youtu.be/Uz07MgxK0sA?si=rJYOkOlmgYFu6V8y,,,447,FluffyYoshi,"EPILEPSY_WARNING, DLC"
Traveler (Nerfed) (Remake),Plum,7,https://www.youtube.com/watch?v=wRmXpH2_0Hc,https://steamcommunity.com/sharedfiles/filedetails/?id=2498372644,https://cdn.discordapp.com/attachments/829229551737503764/847088697761071154/Plum_Traveler_Remake_Nerfed.zip,498,PatrickKR,"MAGIC_SHAPE, TRESILLO, SLOW"
Tempest,Plum,7,https://youtu.be/sLGInW1gWM0,https://steamcommunity.com/sharedfiles/filedetails/?id=2781199276,https://cdn.discordapp.com/attachments/907259578650075186/954360277435039804/Plum_Tempest_ureff_frozenchicken.zip,575,"냉동치킨, Ureff","NO_TWIRLS, EPILEPSY_WARNING, SLOW"
A Wheel of Confusion,RoDy.cOde,7,https://youtu.be/3dWgFHcTbOk,https://steamcommunity.com/sharedfiles/filedetails/?id=2850616272,https://drive.google.com/file/d/1E-2na6y30tMMcV8BI81YpPwcthXtTLtc/view?usp=drivesdk,357,PowerFactory,
Pictured as Perfect (Simple),Frums,7,https://youtu.be/F6eTwA2as64, ,https://drive.google.com/file/d/1BMjBe-TdYTeZf3ikHFtXX3VEo4UbeuOp/view?usp=sharing,539,"NumbEr07, HanB","FUNKY_BEAT, SLOW"
R,Plum,7,https://youtu.be/02r1L23mr1w,https://steamcommunity.com/sharedfiles/filedetails/?id=2633803867,https://drive.google.com/file/d/1F0r2OxiXR2ziid3AiJJkdSygAw0OjyXM/view?usp=sharing,484,Irin,"TRESILLO, SLOW"
It's alright,ARForest,7,https://www.youtube.com/watch?v=lNyyCpYAvXY,https://steamcommunity.com/sharedfiles/filedetails/?id=2388137470,https://cdn.discordapp.com/attachments/669972068778901517/837040290572533870/6._its_alright.zip,723,AutoParty,"TRESILLO, SLOW"
Velvet Road,Plum,7,https://youtu.be/y_zpIS-mLpU,https://steamcommunity.com/sharedfiles/filedetails/?id=2621751620,https://drive.google.com/file/d/14LfXZZb4aPEY1NIItY93I_7KQqpfdK1j/view?usp=sharing,791,냉동치킨,"TRIPLET, SWING"
Into the Abyss (Remake),Plum,7,https://youtu.be/lFCTBovBMtQ,https://steamcommunity.com/sharedfiles/filedetails/?id=2678502878,https://drive.google.com/file/d/1P_14JKl_vTdmGyjvAoMok7pwlS1ZiWlB/view?usp=sharing,365,Irin,"NO_TWIRLS, TRESILLO, SLOW"
 ,,7,https://youtu.be/vrilxuQ4aw0, ,https://drive.google.com/file/d/14mjz20wnKa1B-pGDtXMX7otwe3308pmS/view?usp=sharing,507,seeker,"TRIPLET, SWING, SLOW"
1-EX A Dance of Fire and Ice (Plum Remix),Plum,7,https://youtu.be/FRBfTaH4qZs,https://steamcommunity.com/sharedfiles/filedetails/?id=2756895275,https://cdn.discordapp.com/attachments/943864770870796298/944229811566563329/1-EX_A_Dance_of_Fire_and_Ice_Plum_Remix.zip,281,"HYONSU, Editor AlriC","TRIPLET, SWING"
Jingle Bells,Snakywine,7,https://youtu.be/Z9AVqkc7D-U,https://steamcommunity.com/sharedfiles/filedetails/?id=2692143421,https://drive.google.com/file/d/1M-9VGwZhqS50HXSlbhvsxGgeWN7MUXP2/view,682,FluffyYoshi,"QUINTUPLET, SWING, SLOW"
8-EX Jungle City (RoDy.cOde Remix),RoDy.cOde,7,https://youtu.be/w8OwvfeBeA4?si=aKmxeEIxLV8uQlzt&t=328,https://steamcommunity.com/sharedfiles/filedetails/?id=2885178898,,341,"냉동치킨, Strode",
Jumper,Waterflame,7,https://youtu.be/Bt0I6XLc-Uc, ,https://drive.google.com/file/d/1hEvRke9XYUbqVCW9UbWNcZ11JMV-Ezg0/view?usp=sharing,476,얼불토성,SWING
Wicked,Avenza,7,https://youtu.be/zY96_oDZMSs, ,https://cdn.discordapp.com/attachments/828849460587003975/828850626158264320/wicked.zip,743,PERIOT,"QUINTUPLET, SWING, SLOW"
"9-EX Classic Pursuit (""La Poursuite"" Version)",Cinamoro,7,https://youtu.be/w8OwvfeBeA4?si=UQKkSoKUnuuH7i0t&t=469,https://steamcommunity.com/sharedfiles/filedetails/?id=2885179669,,397,"ChyaRyam, Nickname, PowerFactory",
drown-drown ft. 可不,"AisE, Cinamoro",7,https://www.youtube.com/watch?v=ZNVuwu3Ws5g,https://steamcommunity.com/sharedfiles/filedetails/?id=3526423637,,503,COMMON,
Xtra Phase,OverNote',7,https://youtu.be/7Fu0WmVKPW4,,,400,ch45tic_chartic,EPILEPSY_WARNING
10-EX Butterfly Planet (KOTDARI Remix),KOTDARI,7,https://youtu.be/w8OwvfeBeA4?si=ynBlQJsJJoAOBjP5&t=684,https://steamcommunity.com/sharedfiles/filedetails/?id=2885178918,,322,"HYONSU, ChyaRyam, pixxy",
Orca,Plum,7,https://youtu.be/u-uwGOOpR1w,https://steamcommunity.com/sharedfiles/filedetails/?id=2777098957,https://drive.google.com/file/d/1boBDkgyFEuFlLTdY-vLKvP4NSEarOU9z/view,574,ImRoxta-_-,"MAGIC_SHAPE, TRESILLO, SLOW"
Enchant (Original Mix) (Remake),Hinkik,7,https://youtu.be/-DW029fnzfk,https://steamcommunity.com/sharedfiles/filedetails/?id=2852896561,https://drive.google.com/file/d/1RUzUTZ0lhl0Jv2h7NRc1I8M9labiQBXA/view?usp=sharing,896,"Hexagram, NuclEar_729",
PLUM ORGEL MEGAMIX,Plum,7,https://youtu.be/_jlO8crvr1Y,https://steamcommunity.com/sharedfiles/filedetails/?id=2556881742,https://drive.google.com/file/d/1oXfhW5miTr8LwgdIlDEGIYPoAnIQoqw4/view?usp=sharing,1167,"Shota, Maple","TRIPLET, SLOW, LONG"
 ,,7,https://youtu.be/vrilxuQ4aw0, ,https://drive.google.com/file/d/14mjz20wnKa1B-pGDtXMX7otwe3308pmS/view?usp=sharing,507,seeker,"TRIPLET, SWING, SLOW"
1-EX A Dance of Fire and Ice (Plum Remix),Plum,7,https://youtu.be/FRBfTaH4qZs,https://steamcommunity.com/sharedfiles/filedetails/?id=2756895275,https://cdn.discordapp.com/attachments/943864770870796298/944229811566563329/1-EX_A_Dance_of_Fire_and_Ice_Plum_Remix.zip,281,"HYONSU, Editor AlriC","TRIPLET, SWING"
∞bit Sequencer,Laur,7,https://www.youtube.com/watch?v=44W80AGg2AM,,,943,shperon,
Cosmos,PIKASONIC,7,https://www.youtube.com/watch?v=cIbyBhJGj8A&t=24s,https://steamcommunity.com/sharedfiles/filedetails/?id=2511123879,https://drive.google.com/file/d/1lZ1Rn_lAWnwlZyhZWiVIAp-7xe8i2JQH/view?usp=sharing,1153,뽀통령과공룡,"PSEUDO, TRESILLO, LONG"
걱정 없는 하루,Plum,7,https://youtu.be/eAchQVyXB0w, ,https://drive.google.com/file/d/1a6pq0ANtWUfK6kaG5KcbwGGYgfPWmXo8/view?usp=sharing,597,길냥,"NO_SPEED_CHANGES, SWING, SLOW"
종종걸음,Plum,7,https://youtu.be/ITDQkOH3O5A, ,https://drive.google.com/file/d/1XV20FnMfdQxwdcw08kdfuAE_lbyMDX3s/view?usp=sharing,603,"seeker, 라임냥이",SLOW
Aion,Riya,7,https://youtu.be/YVOxPtlTxIo?feature=shared&t=222,,,602,세븐,DLC
月下美人 (Moon Light Cinderella),Cranky,7,https://www.youtube.com/watch?v=u1E5VrzGW9M,https://steamcommunity.com/sharedfiles/filedetails/?id=2734289532,https://drive.google.com/file/d/11I1Esv4Zif1Q_AXkxaB0Cp2YoyGCPOa6/view?usp=sharing,1528,rKizCora/Team P.A.L.,
Let's Stomp! (Remake),F-777,7,https://youtu.be/Fu37Dm4gqmY, ,https://cdn.discordapp.com/attachments/815504574605164554/977578763359514664/Lets_Stomp_Remake.zip,960,"Rimz, 피렝","EPILEPSY_WARNING, TRESILLO, SLOW, LONG"
Jingle Bells,Snakywine,7,https://youtu.be/Z9AVqkc7D-U,https://steamcommunity.com/sharedfiles/filedetails/?id=2692143421,https://drive.google.com/file/d/1M-9VGwZhqS50HXSlbhvsxGgeWN7MUXP2/view,682,FluffyYoshi,"QUINTUPLET, SWING, SLOW"
Dynamic of Life,RSK,7,https://youtu.be/-jIX9pTJBsE,https://steamcommunity.com/sharedfiles/filedetails/?id=3337684411,,576,pixxy,DLC
Traveler (Nerfed) (Remake),Plum,7,https://www.youtube.com/watch?v=wRmXpH2_0Hc,https://steamcommunity.com/sharedfiles/filedetails/?id=2498372644,https://cdn.discordapp.com/attachments/829229551737503764/847088697761071154/Plum_Traveler_Remake_Nerfed.zip,498,PatrickKR,"MAGIC_SHAPE, TRESILLO, SLOW"
Waiting For Spring (봄을 기다리며),Plum,7,https://www.youtube.com/watch?v=eFRc8hvxiuI&ab_channel=AppleandMomo, ,https://drive.google.com/file/d/1sFVaup1Jh5j8QQk2Vm3D0AJ6MWGLJs9u/view?usp=sharing,535,"Apple, Momo",SLOW
Dream of Memories,"Inu, Abel",7,https://youtu.be/s1OlNqpiQzo,https://steamcommunity.com/sharedfiles/filedetails/?id=2836341643,https://drive.google.com/drive/folders/1yafn2llbarsI2tDfmQVCO_hdowIIN3pW?usp=sharing,612,NfK,"TRIPLET, TRESILLO, SLOW"
Cultivate (Easy),e_ku,7,https://www.youtube.com/watch?v=MCdLTLGFw7Y&feature=youtu.be,,,924,shperon,
cache,linear ring,7,https://www.youtube.com/watch?v=wsb-P0BtezY,,,835,SurberHD,"EPILEPSY_WARNING, DLC"
Nightmare,Cosmograph,7,https://youtu.be/ntKaRfM-HY8, ,https://cdn.discordapp.com/attachments/781146502520766515/831326670630813716/01._Nightmare.zip,525,"Dafikun, BWen",MAGIC_SHAPE
The Lost Aria,Plum,7,https://www.youtube.com/watch?v=D_swn34R0BU&t,https://steamcommunity.com/sharedfiles/filedetails/?id=2731345920,https://drive.google.com/file/d/1HQzoWHL4SqCIjrgwo2ywe0oHZ6befB-d/view?usp=sharing,809,Pururi3618,"MAGIC_SHAPE, EPILEPSY_WARNING"
Heart of Android : Even If It's Only By Mechanism,かめりあ(Camellia),7,https://www.youtube.com/watch?v=bof47LTD6ao,https://steamcommunity.com/sharedfiles/filedetails/?id=2573681736,https://drive.google.com/file/d/1AZoqiIy6jZCl0vaud7mP_GNK2uimyrQ9/view?usp=sharing,929,트숙이Tusuk,"EPILEPSY_WARNING, TRIPLET, SWING, SLOW, LONG"
Pastel Bayside Freeway,Megawolf77,7,https://youtu.be/5nEsQJY13bc,https://steamcommunity.com/sharedfiles/filedetails/?id=2539511588,https://drive.google.com/file/d/1M7uyxozRnQs5-ZGSXlNEty5jlg-EYJkB/view?usp=sharing,798,FluffyYoshi,"FUNKY_BEAT, SPEED_CHANGES, SLOW"
ほしのおとしもの,ああああ,7,https://youtu.be/rOgsBVuoSZ8, ,https://drive.google.com/file/d/1xBmpXlVkCPspcU5PG7EeN8bVxnG3XKcZ/view?usp=sharing,551,kmb2770,"TRESILLO, SLOW"
HeartBeat,Colbreakz,7,https://youtu.be/_piRNTaQl3M,https://steamcommunity.com/sharedfiles/filedetails/?id=2703155065,https://cdn.discordapp.com/attachments/909136155985969202/935358596265418822/ColBreakz_-_HeartBeat.zip,690,Poodew,"NO_SPEED_CHANGES, TRESILLO, SLOW"
One forgotten night (Another),Quree,7,https://youtu.be/2HTU5g1gFg4, ,https://drive.google.com/file/d/1XC9ylaVnq6nayXJH6VLGSJRetm_8PQ8z/view?usp=sharing,343,Star4th,SLOW
Relics (Short),ARForest,7,https://youtu.be/W6ICMXl4Y7M,https://steamcommunity.com/sharedfiles/filedetails/?id=2407195829,,523,다밍,
First Town Of This Journey (Nerfed),かめりあ(Camellia),7,https://youtu.be/GMz9HJxFaS4,https://steamcommunity.com/sharedfiles/filedetails/?id=2736300210,https://drive.google.com/file/d/1sffsoFAAm9nSZDfLwmpPV9k6WWl76BdN/view?usp=sharing,646,"HiAtus (Original by Appeal, 연석이2)",TRESILLO
Forest of Clock,ARForest,7,https://www.youtube.com/watch?v=UbJuk6h1Ut0,https://steamcommunity.com/sharedfiles/filedetails/?id=2788843031,,417,다밍,
Body F10ating in the Zero Gravity Space,かめりあ(Camellia),7,https://youtu.be/tyU8IVfgN_M,https://steamcommunity.com/sharedfiles/filedetails/?id=2484704124,https://cdn.discordapp.com/attachments/733204916641726565/841996007365017600/bodyfloting.zip,919,"Cresia, picnix_0","MAGIC_SHAPE, TRESILLO, LONG"
The Midnight Train but it included all the sounds,"Fizzd, Jade Kim",7,https://youtu.be/zry7BHg4TNM, ,https://drive.google.com/file/d/1N98B6wyZsB3UJY1WnMIJTkNsKfekbHRc/view?usp=sharing,259,길냥,"NO_SPEED_CHANGES, SWING, SLOW"
With You,Cashew,7,https://youtu.be/MU83Jm1UFHE?si=TEEJ-AbnxSEr9zpz&t=143,https://steamcommunity.com/sharedfiles/filedetails/?id=2933637308,,607,Misoguy,DLC
SECRET BOSS,かめりあ(Camellia),7,https://youtu.be/5KRazpvPPOc,https://steamcommunity.com/sharedfiles/filedetails/?id=2630207049,https://drive.google.com/file/d/14WAVQd6HRH0JGKfeFt1GmVqSkz58xM6j/view?usp=sharing,1152,냉동치킨,"EPILEPSY_WARNING, TRESILLO, SLOW"
Skyscape,Parun,7,https://www.youtube.com/watch?v=ZCngLqDHi-Q, ,https://drive.google.com/file/d/1hktmtBBmGwR7vUEhrEKIsA-s0V41DAem/view,543,DDust,"TRESILLO, SLOW"
We can do it,theo5970,7,https://youtu.be/Lv9eGciH-4A, ,https://cdn.discordapp.com/attachments/815504574605164554/1001130879843840080/We_can_do_it.zip,450,피렝,"TRIPLET, SLOW"
Hope You Shine,HEAVYgiant,7,https://youtu.be/l4v4bc0k6pA,https://steamcommunity.com/sharedfiles/filedetails/?id=2455107337,https://cdn.discordapp.com/attachments/759739161200295946/831191157613789194/Hope_You_Shine.zip,619,ED24,"TRESILLO, SLOW"
R,Plum,7,https://youtu.be/02r1L23mr1w,https://steamcommunity.com/sharedfiles/filedetails/?id=2633803867,https://drive.google.com/file/d/1F0r2OxiXR2ziid3AiJJkdSygAw0OjyXM/view?usp=sharing,484,Irin,"TRESILLO, SLOW"
Dream Flower (No effect),KLYDIX,7,https://youtu.be/y_PWQwqW_EU, ,https://cdn.discordapp.com/attachments/921393227947442210/987928701121462292/KLYDIX_-_Dream_Flower.zip,645,당근,
Bouncy Boop,DJ-Nate,7,https://youtu.be/dXR3FpgH8X0, ,https://drive.google.com/file/d/1GDeECbX-w6xa_wWHfeFDIS2hEumx__BF/view?usp=drivesdk,271,PyHoK,PSEUDO
Seismo,Foozogz,7,https://youtu.be/QrQcwD8sN1I, ,https://cdn.discordapp.com/attachments/675256851121831937/777457079706845184/Foozogz_-_Seismo.zip,600,thanks,"PSEUDO, EPILEPSY_WARNING, TRESILLO, SLOW"
Bewitched,Cashew,7,https://www.youtube.com/watch?v=MU83Jm1UFHE,https://steamcommunity.com/sharedfiles/filedetails/?id=2930199612,,453,Misoguy,DLC
Next Time (Feat.初音ミク),SaMZIng,7,https://youtu.be/B4a4YADTEeU,https://steamcommunity.com/sharedfiles/filedetails/?id=2653559652,https://drive.google.com/file/d/1jQRo5ShdEVQ74jadXXY3UyNJg8SHqVpn/view?usp=sharing,301,vkzm,
マージナル＊フロンティア,ああああ,7,https://youtu.be/CzYgSrGwjlQ,https://steamcommunity.com/sharedfiles/filedetails/?id=2431026088,https://cdn.discordapp.com/attachments/675256851121831937/823138160828481586/6752f7f21e6ae1a7.zip,453,Gyulparrow,"TRIPLET, TRESILLO"
落花流水,Tido Kang,7,https://youtu.be/SES1VL-UTYc, ,https://drive.google.com/file/d/13H2KU9A3KRjq3yl6UqE3IomGLaXOE9Ii/view?usp=sharing,526,길냥,"SWING, SLOW"
Traveler (Nerfed) (Remake),Plum,7,https://www.youtube.com/watch?v=wRmXpH2_0Hc,https://steamcommunity.com/sharedfiles/filedetails/?id=2498372644,https://cdn.discordapp.com/attachments/829229551737503764/847088697761071154/Plum_Traveler_Remake_Nerfed.zip,498,PatrickKR,"MAGIC_SHAPE, TRESILLO, SLOW"
It's alright,ARForest,7,https://www.youtube.com/watch?v=lNyyCpYAvXY,https://steamcommunity.com/sharedfiles/filedetails/?id=2388137470,https://cdn.discordapp.com/attachments/669972068778901517/837040290572533870/6._its_alright.zip,723,AutoParty,"TRESILLO, SLOW"
w = addict,ああああ,7,https://www.youtube.com/watch?v=FHb-IjdkVTs,https://steamcommunity.com/sharedfiles/filedetails/?id=2291795821,,401,PowerFactory,
parallel skydive (Lv.1),ああああ,7,https://youtu.be/AOfZV7eOrMg,,,416,겨자,
Bouncy Boop,DJ-Nate,7,https://youtu.be/dXR3FpgH8X0, ,https://drive.google.com/file/d/1GDeECbX-w6xa_wWHfeFDIS2hEumx__BF/view?usp=drivesdk,271,PyHoK,PSEUDO
10-EX Butterfly Planet (KOTDARI Remix),KOTDARI,7,https://youtu.be/w8OwvfeBeA4?si=ynBlQJsJJoAOBjP5&t=684,https://steamcommunity.com/sharedfiles/filedetails/?id=2885178918,,322,"HYONSU, ChyaRyam, pixxy",
Snow Upon Lunaria,Xyris,7,https://youtu.be/Cl0t_rZtlXU?si=C000lbmETo5z_cUL,https://steamcommunity.com/sharedfiles/filedetails/?id=3345212485,,511,"HanB, Editor AlriC",
ほしのおとしもの,ああああ,7,https://youtu.be/rOgsBVuoSZ8, ,https://drive.google.com/file/d/1xBmpXlVkCPspcU5PG7EeN8bVxnG3XKcZ/view?usp=sharing,551,kmb2770,"TRESILLO, SLOW"
8-EX Jungle City (RoDy.cOde Remix),RoDy.cOde,7,https://youtu.be/w8OwvfeBeA4?si=aKmxeEIxLV8uQlzt&t=328,https://steamcommunity.com/sharedfiles/filedetails/?id=2885178898,,341,"냉동치킨, Strode",
Clutterfunk Part 2,Waterflame,7,https://youtu.be/43jJY8h5d6k, ,https://cdn.discordapp.com/attachments/675256851121831937/760936799685836881/Waterflame_-_Clutterfunk_Part_2.zip,801,샤먼트,"EPILEPSY_WARNING, TRIPLET, TRESILLO, SLOW, LONG"
Black and White (Short),ELEPS,7,https://youtu.be/lzCEQLEM6QE,https://steamcommunity.com/sharedfiles/filedetails/?id=2580049798,https://drive.google.com/file/d/1SqWdpuUWc0rKRdzv_ugOO-yPdGR69wxr/view?usp=sharing,575,Star4th,"GIMMICK, NO_TWIRLS, SLOW"
Xtra Phase,OverNote',7,https://youtu.be/7Fu0WmVKPW4,,,400,ch45tic_chartic,EPILEPSY_WARNING
"9-EX Classic Pursuit (""La Poursuite"" Version)",Cinamoro,7,https://youtu.be/w8OwvfeBeA4?si=UQKkSoKUnuuH7i0t&t=469,https://steamcommunity.com/sharedfiles/filedetails/?id=2885179669,,397,"ChyaRyam, Nickname, PowerFactory",
인형의 무도,Plum,7,https://youtu.be/YPQPX3RysHg, ,https://cdn.discordapp.com/attachments/689367500827262984/750545807689908254/cb9cf54e380255bc.zip,526,PERIOT,"TRIPLET, SWING"
cache,linear ring,7,https://www.youtube.com/watch?v=wsb-P0BtezY,,,835,SurberHD,"EPILEPSY_WARNING, DLC"
Next Level,PLEEG,7,https://www.youtube.com/watch?v=Oc2JqI_lvVY,https://steamcommunity.com/sharedfiles/filedetails/?id=2756097011,https://cdn.discordapp.com/attachments/924978627639124018/943827471382482984/Next_level.zip,469,Parku,"MEMORIZATION, TRESILLO, SLOW"
Classy Kitty,Snakywine,7,https://youtu.be/bJHdGHMP58Q,https://steamcommunity.com/sharedfiles/filedetails/?id=2488171556,https://drive.google.com/file/d/1OImmCjzW_j_5HWHIJkMycUxHkI8W-Kyg/view?usp=sharing,804,pixelo3o,"SWING, SLOW"
Dynamic of Life,RSK,7,https://youtu.be/-jIX9pTJBsE,https://steamcommunity.com/sharedfiles/filedetails/?id=3337684411,,576,pixxy,DLC
Prominence,Plum,7,https://youtu.be/eo9De0QY2aM ,https://steamcommunity.com/sharedfiles/filedetails/?id=2812721686,https://drive.google.com/file/d/1kpTlMumQMTL1PccoRoI6gHWifsUNFqvu/view,553,Peridot,TRESILLO
SECRET BOSS,かめりあ(Camellia),7,https://youtu.be/5KRazpvPPOc,https://steamcommunity.com/sharedfiles/filedetails/?id=2630207049,https://drive.google.com/file/d/14WAVQd6HRH0JGKfeFt1GmVqSkz58xM6j/view?usp=sharing,1152,냉동치킨,"EPILEPSY_WARNING, TRESILLO, SLOW"
drown-drown ft. 可不,"AisE, Cinamoro",7,https://www.youtube.com/watch?v=ZNVuwu3Ws5g,https://steamcommunity.com/sharedfiles/filedetails/?id=3526423637,,503,COMMON,
A Tiny Spaceship's Final Mission,FantomenK,7,https://youtu.be/PpZUDQRwjqM, https://steamcommunity.com/sharedfiles/filedetails/?id=2560440782,https://drive.google.com/file/d/1mVZEkK9qYJXJG6u-tzWTGkT6xGvosVEE/view?usp=sharing,866,FluffyYoshi,"TRESILLO, SLOW"
뒷골목 사탕가게,Plum,7,https://youtu.be/RZwTbPZ8n30,https://steamcommunity.com/sharedfiles/filedetails/?id=2557676043,https://docs.google.com/uc?id=1IGMjq14heuOdyVDcjei34QNWgo8b9abb&export=download,1073,천혜향,"MAGIC_SHAPE, EPILEPSY_WARNING"
Fantasy (ft. Reichuu),mididuck (cloudfield),8,https://youtu.be/wlRuyCpaj-Y,https://steamcommunity.com/sharedfiles/filedetails/?id=2635859986,https://drive.google.com/file/d/1zwfDhqFqRF4g_C3Yl6Mg7yma2RNfSIsy/view?usp=sharing,616,ron_sa,"PSEUDO, EPILEPSY_WARNING, TRESILLO, SLOW"
Sonic Blaster,F-777,8,https://youtu.be/GSAkODGte4Q, ,https://drive.google.com/file/d/1a707ocdCwbgmRG_W3CQZir-18jj8lYnq/view?usp=sharing,884,얼불토성,EPILEPSY_WARNING
Pixel Candy,Cinamoro,8,https://youtu.be/hPJxX_gTC9Y, ,https://cdn.discordapp.com/attachments/931091427943907339/940521732824006656/Pixel.zip,655,"Ureff, Siniker",TRESILLO
Flamewall (Short),かめりあ(Camellia),8,https://www.youtube.com/watch?v=ph_M93xDb3M&t=0s, ,https://drive.google.com/file/d/1vYN2lfw96dnwUY9yldHtXlsE1rO8PqnK/view?usp=sharing,619,Astral Overseer,TRESILLO
Aquarius,iTIC,8,https://youtu.be/_PgBSqWJZvY, ,https://drive.google.com/file/d/1arKM7E8FIvoHmCo9BHUWeP0AR-aM3-Eq/view?usp=drivesdk,520,길냥,"MEMORIZATION, EPILEPSY_WARNING, TRESILLO, SLOW"
Love Letters,Fizzd,8,https://www.youtube.com/watch?v=mbtyhAQ8GLE,https://steamcommunity.com/sharedfiles/filedetails/?id=2833511588,https://cdn.discordapp.com/attachments/675256851121831937/995815409343279225/hate_letters.zip,318,WillTRM,"TRIPLET, TRESILLO, FUNKY_BEAT, SLOW, DLC"
We Want To Run (Short),Frums,8,https://www.youtube.com/watch?v=q9LtKy_LtXk,https://steamcommunity.com/sharedfiles/filedetails/?id=2781341486,,552,다밍,
Kitten,PIKASONIC,8,https://youtu.be/KipsYo27V2U,https://steamcommunity.com/sharedfiles/filedetails/?id=2525782276,https://cdn.discordapp.com/attachments/857287948742426637/857290910311120896/PIKASONIC_-_kitten.zip,508,kms,"EPILEPSY_WARNING, SWING, SLOW"
PLUM MEGAMIX,Plum,8,https://youtu.be/t6hFQJQ5n1Y, ,https://cdn.discordapp.com/attachments/759739161200295946/861594907961851964/PLUM_MEGAMIX.zip,2158,ED24,"TRESILLO, SLOW, LONG"
Lucent,Lockyn,8,https://youtu.be/EEU8jIMMzkI,https://steamcommunity.com/sharedfiles/filedetails/?id=2501644415,https://drive.google.com/file/d/15OcZxqAEK-IF0Lq1AiMFJGGK5EcwEI8c/view?usp=sharing,978,pixelo3o,"EPILEPSY_WARNING, TRESILLO, SLOW, LONG"
Terrasphere,Plum,8,https://www.youtube.com/watch?v=FgP8po9msWA,https://steamcommunity.com/sharedfiles/filedetails/?id=2623498603,https://cdn.discordapp.com/attachments/896372151609884672/896372288818126899/Terrasphere.zip,555,Parku,"MAGIC_SHAPE, GIMMICK"
First Town Of This Journey,かめりあ(Camellia),8,https://youtu.be/LvPDl78xeaI,https://steamcommunity.com/sharedfiles/filedetails/?id=2516556218,https://cdn.discordapp.com/attachments/389391148797657089/853905961466593320/Camellia_-_First_town_of_this_journey.zip,971,"HYONSU, 파랑이","TRIPLET, SWING, TRESILLO, SLOW"
Sandstar p,Polymath9,8,https://youtu.be/sC1h6oulCqs, ,https://drive.google.com/file/d/1wG_tmnPicGrX0DXb-c2cHsFP6xfiZtiT/view?usp=sharing,777,NumbEr07,"TRIPLET, TRESILLO, SLOW"
The Last Page,ARForest,8,https://youtu.be/qCS5miJ2R2g,https://steamcommunity.com/sharedfiles/filedetails/?id=2568934699,https://cdn.discordapp.com/attachments/675256851121831937/873711852624949270/The_Last_Page.zip,479,Orandi,"EPILEPSY_WARNING, TRESILLO, SLOW"
ugh,Kawai Sprite,8,https://www.youtube.com/watch?v=gLRuBDKV5Xk, ,https://cdn.discordapp.com/attachments/821380712178384971/840453076501397554/ugh.zip,443,버블,"EPILEPSY_WARNING, TRIPLET"
Geometrical Dominator (Remake),Waterflame,8,https://youtu.be/zg1fPAlq2KA, ,https://drive.google.com/file/d/1irzqmTZh8SMoBKDg9DBGE2msH4eve8y8/view,517,개시,"TRESILLO, SLOW"
Last Dance,Xomu,8,https://youtu.be/viW-fxc7AWo, ,https://drive.google.com/file/d/1ZBjvHlBXUMPEYXCTUuHHk2gckH8TXOrb/view?usp=sharing,948,Astral Overseer,SLOW
Factory Floor,C Allen,8,https://www.youtube.com/watch?v=VQpYse-QfNc,https://steamcommunity.com/sharedfiles/filedetails/?id=2124053982,https://drive.google.com/uc?export=download&id=1kDoFPtqpFSeSTx9VVhxwEKWOrlsT9TS-,1188,Firestix,"EPILEPSY_WARNING, SLOW"
Timeline,Plum,8,https://youtu.be/KwqSHK0UjVA, ,https://cdn.discordapp.com/attachments/760276593947705377/827800457917235220/Plum_-_Timeline_fix.zip,539,pinball,MAGIC_SHAPE
소음공해,WyvernP,8,https://youtu.be/fQlwU62BPiY?si=7szDTNA2rWAlazr4,https://steamcommunity.com/sharedfiles/filedetails/?id=3490746749,,795,ekoiscat,EPILEPSY_WARNING
Reflecting,skymuted,8,https://youtu.be/4v6_7lUVSws,https://steamcommunity.com/sharedfiles/filedetails/?id=2835790212,https://drive.google.com/drive/folders/11GZbsacaZTS0gBYSzZQrsm_iHij2XmaX?usp=sharing,285,"Nickname, NfK","PSEUDO_P2, SLOW"
