title,artist,difficulty,youtube_url,workshop_url,download_url,tile_count,creator,tags
Mystery Circles Ultra / U.U.F.O.,かめりあ(Camellia),8,https://youtu.be/_udSZm9dN40, ,https://drive.google.com/file/d/1IVbBF3z-7Zy52cWYm3nT3fNLkQek1z_G/view?usp=sharing,824,Ureff,"TRESILLO, FUNKY_BEAT, SLOW"
Clownparty,Waterflame,8,https://youtu.be/n1i836guuA4,https://steamcommunity.com/sharedfiles/filedetails/?id=2629378439,https://cdn.discordapp.com/attachments/815504574605164554/902201472861745312/Clownparty.zip,686,피렝,TRESILLO
모래시계,Tido Kang,8,https://www.youtube.com/watch?v=W-_n93tlDR0 ,https://steamcommunity.com/sharedfiles/filedetails/?id=2630442409,https://drive.google.com/file/d/1SLT-OOuOk04-zDVhL05EsAsS3eys2Nnn/view?usp=sharing,690,벗날,"MAGIC_SHAPE, TRESILLO"
Party of spirits,Cansol,8,https://youtu.be/n141EvriDZY, ,https://drive.google.com/file/d/1mJn1AiLSxNylqQH-zqOADsuBS9lILNXz/view?usp=sharing,598,seeker,"TRIPLET, SWING, SLOW"
웃어버렸다,Plum,8,https://www.youtube.com/watch?v=N62bhOuTfxw,https://steamcommunity.com/sharedfiles/filedetails/?id=2609244799,https://cdn.discordapp.com/attachments/699648315037450321/889358594175275068/Plum_-_.zip,928,"토끼로봇, C11H15NO2","TRESILLO, SLOW"
wing (Easy Ver.),Frums,8,https://youtu.be/7c1WiKdFg9s?si=OcvJAI5nLsa9d-rd,https://steamcommunity.com/sharedfiles/filedetails/?id=3339229633,,513,"hotduck, COMMON",
Heart of Android : Even If It's Only By Mechanism,かめりあ(Camellia),8,https://youtu.be/OduQaHViXyo, ,https://cdn.discordapp.com/attachments/864764576138919936/874630891568255016/Camellia_-_Heart_of_Android_-_Even_If_Its_Only_By_Mechanism.zip,1043,Team Vega,"TRIPLET, SWING, SLOW, LONG"
Party of spirits,Cansol,8,https://youtu.be/n141EvriDZY, ,https://drive.google.com/file/d/1mJn1AiLSxNylqQH-zqOADsuBS9lILNXz/view?usp=sharing,598,seeker,"TRIPLET, SWING, SLOW"
Sunset Dance,Plum,8,https://www.youtube.com/watch?v=IrsvJPjtut0,https://steamcommunity.com/sharedfiles/filedetails/?id=2252146746,https://cdn.discordapp.com/attachments/669972068778901517/881935050948628540/7._Sunset_Dance.zip,1104,AutoParty,"EPILEPSY_WARNING, SLOW"
WYSI (When You See It),かめりあ (Camellia),8,https://youtu.be/eeAKaQL1TNc,https://steamcommunity.com/sharedfiles/filedetails/?id=3535742342,,785,★MOON★,EPILEPSY_WARNING
Love Letters,Fizzd,8,https://www.youtube.com/watch?v=mbtyhAQ8GLE,https://steamcommunity.com/sharedfiles/filedetails/?id=2833511588,https://cdn.discordapp.com/attachments/675256851121831937/995815409343279225/hate_letters.zip,318,WillTRM,"TRIPLET, TRESILLO, FUNKY_BEAT, SLOW, DLC"
"Little, Love, Lit",Cinamoro,8,https://youtu.be/JpAKZGxP8QU,,,568,세븐,
Newspapers for Magicians,かめりあ(Camellia),8,https://www.youtube.com/watch?v=DOr5DoVn_ho, ,https://drive.google.com/file/d/1eY3XOAnvQ6gxUf0yRDXXmGhoFtVgKI9p/view?usp=sharing,1114,똑손,"MAGIC_SHAPE, TRIPLET, TRESILLO, LONG"
Waterwheel,Ssimille,8,https://youtu.be/EHY_61OVeg4,https://steamcommunity.com/sharedfiles/filedetails/?id=2559267870,https://drive.google.com/file/d/1Sfb1yyK20uP1AB-n8EkuS9fOuOyQzamp/view?usp=sharing,887,_555,PSEUDO
Fractured Angel (Short),DJ Raisei,8,https://youtu.be/C_TSsI3SNUI,,,253,세븐,
The Last Page,ARForest,8,https://youtu.be/qCS5miJ2R2g,https://steamcommunity.com/sharedfiles/filedetails/?id=2568934699,https://cdn.discordapp.com/attachments/675256851121831937/873711852624949270/The_Last_Page.zip,479,Orandi,"EPILEPSY_WARNING, TRESILLO, SLOW"
In Search Of Longing,Tido Kang,8,https://youtu.be/ShBa7NKARLY,https://steamcommunity.com/sharedfiles/filedetails/?id=2312878532,https://cdn.discordapp.com/attachments/389391148797657089/785825271487397948/Tido_Kang_-_In_Search_Of_Longing.zip,815,HYONSU,"PSEUDO, TRIPLET, SLOW"
소음공해,WyvernP,8,https://youtu.be/fQlwU62BPiY?si=7szDTNA2rWAlazr4,https://steamcommunity.com/sharedfiles/filedetails/?id=3490746749,,795,ekoiscat,EPILEPSY_WARNING
Options,Frums,8,https://youtu.be/ANdgcHHWp70, ,https://cdn.discordapp.com/attachments/675256851121831937/828793086913937418/Options.zip,475,개시,"TRIPLET, FUNKY_BEAT"
Hyper,PIKASONIC,8,https://youtu.be/UpBE1e__SJ4,https://steamcommunity.com/sharedfiles/filedetails/?id=2254414088,https://cdn.discordapp.com/attachments/389391148797657089/765109594045284412/PIKASONIC_-_Hyper.zip,843,HYONSU,"TRESILLO, SLOW"
Phantasy,Amidst,8,https://youtu.be/vFXFopPWtAQ, ,https://cdn.discordapp.com/attachments/731770307576070144/755346199732682782/Admist-fantasy.zip,851,"eju1026 gd, AeiL",
コピペ (feat. 初音ミク)(Short),いめ44,8,https://youtu.be/QejboBmDJko,https://steamcommunity.com/sharedfiles/filedetails/?id=3327925865,,388,hotduck,
Selfmade Disaster (Remake),Plum,8,https://youtu.be/EJJjPK2ZsA4,https://steamcommunity.com/sharedfiles/filedetails/?id=2709671963,https://drive.google.com/file/d/15W5wCNYtsfp2CCIVo9_MOvJE1Y_VlZRY/view?usp=sharing,528,Irin,"GIMMICK, EPILEPSY_WARNING, TRESILLO, SLOW"
Toxicity,CUBE,8,https://youtu.be/U6Pc6SdYvNE,https://steamcommunity.com/sharedfiles/filedetails/?id=2373414483,https://drive.google.com/file/d/16GGbOYbsZjbBcaNT55ktb8dIc99HddtO/view?usp=sharing,382,거신_Kushin,PSEUDO
enchanted love,linear ring,8,https://www.youtube.com/watch?v=FDToGldrX2o,https://steamcommunity.com/sharedfiles/filedetails/?id=2867547022,,390,Pharah,
Another Me [No DLC],Neutral Moon,8,https://youtu.be/y-nts5VFQnU?t=187, ,https://drive.google.com/file/d/11czDE-Vg0uooOoPBfOGBt7KVyJGPKPyb/view?usp=sharing,520,rKizCora/Team P.A.L.,"EPILEPSY_WARNING, TRESILLO"
Terrasphere (Orgel ver.),Plum,8,https://youtu.be/7HOR98CwVhc,https://steamcommunity.com/sharedfiles/filedetails/?id=2554200287,https://cdn.discordapp.com/attachments/861881930194485268/867774120616001536/terrasphere_orgol_2.zip,667,heezy,"PSEUDO, SLOW"
Milky Way,uynet,8,https://www.youtube.com/watch?v=OrHnEJDIxww,https://steamcommunity.com/sharedfiles/filedetails/?id=3305051039,,706,"FluffyYoshi, NfK",
Medusa,F-777,8,https://youtu.be/LcQamEIlz0A, ,https://cdn.discordapp.com/attachments/675256851121831937/707825114531496006/F-777_-_Medusa.zip,690,HanB,"TRESILLO, SLOW"
Sonic Blaster,F-777,8,https://youtu.be/GSAkODGte4Q, ,https://drive.google.com/file/d/1a707ocdCwbgmRG_W3CQZir-18jj8lYnq/view?usp=sharing,884,얼불토성,EPILEPSY_WARNING
Sky Blue,GrivR.,8,https://www.youtube.com/watch?v=kkMnJ_5CiRQ,https://steamcommunity.com/sharedfiles/filedetails/?id=3371317110,,608,FluffyYoshi,DLC
Flamewall (Short),かめりあ(Camellia),8,https://www.youtube.com/watch?v=ph_M93xDb3M&t=0s, ,https://drive.google.com/file/d/1vYN2lfw96dnwUY9yldHtXlsE1rO8PqnK/view?usp=sharing,619,Astral Overseer,TRESILLO
Aion,Riya,8,https://youtu.be/QcBobYjwRaM?si=4DUBPs1xaeyhddtW,https://steamcommunity.com/sharedfiles/filedetails/?id=3444774391,,553,"피렝, 니스",DLC
ほんの小さな大冒險,ああああ,8,https://youtu.be/dWyJSZkEwjE, ,https://drive.google.com/file/d/1vSAym0ykJp8jIOW9A8fFMyu5h8j6Pmlu/view?usp=sharing,670,길냥,"MAGIC_SHAPE, SPEED_CHANGES"
Giselle,Sobrem,8,https://youtu.be/5iVp8f6C9Nw?si=JZZ3Vz3IpFT8xjQr,,,647,Olive,DLC
Turndown,Ras,8,https://youtu.be/zA2IInutjAc, ,https://cdn.discordapp.com/attachments/675256851121831937/792635102634049536/Turndown.zip,525,개시,"TRESILLO, SLOW"
Amethyst Aurora,BilliumMoto,8,https://youtu.be/bfeddWbyfeo,,,723,"Farpait, 테오, 이아연 Ayn",DLC
She favours quiet colors,Evin a’k,8,https://www.youtube.com/watch?v=a-_VbziPp2o,,,490,YOOL,
The Maze Of Mayonnaise,BossFight,8,https://youtu.be/P6-yng8NK90,https://steamcommunity.com/sharedfiles/filedetails/?id=2766688438,https://drive.google.com/file/d/1IlfmYoPzc2pakwg_Qbk2yMuFJba1RyH2/view?usp=sharing,675,HKyong1,"PSEUDO, TRESILLO, SLOW"
Rocky Buinne  (Short Ver.),BilliumMoto,8,https://youtu.be/ox6uz4lKBqw,https://steamcommunity.com/sharedfiles/filedetails/?id=3541695140,,674,★MOON★,
Yellow Whirlwind,LineDancingNinja,8,https://www.youtube.com/watch?v=39OTQHcBaKg,,,383,Matty,
Dimension,Creo,8,https://youtu.be/NbxJYnbLEYU, ,https://drive.google.com/file/d/1X-w1ajYHYZJfTw51pU32OclbZwbZZwRF/view?usp=sharing,700,-K,"FUNKY_BEAT, SLOW"
"in Starlight, U are not Alone",Palami,8,https://www.youtube.com/watch?v=pEDjQIvV7O4,,,454,YOOL,
Memory,Tamsoo52,8,https://www.youtube.com/watch?v=P1Cc1jXWH0k,https://steamcommunity.com/sharedfiles/filedetails/?id=3054426918,,293,COMMON,DLC
PLUM ORGEL MEGAMIX,Plum,8,https://www.youtube.com/watch?v=ilRMUQigCnA,https://steamcommunity.com/sharedfiles/filedetails/?id=2587869516,https://drive.google.com/file/d/1-TgfBChff1BBUMHBxPBQjwuQSh1N8-WW/view,1216,Yoonmosee,"PSEUDO, TRESILLO, SLOW"
Candyland pt. II (Remake),Tobu,8,https://youtu.be/zbXARHdMxyM,https://steamcommunity.com/sharedfiles/filedetails/?id=2595917688,https://drive.google.com/file/d/1fmhbyS-W94G5JWqlaf8gqH1gqmII5Xxs/view?usp=sharing,1038,Deureton,"EPILEPSY_WARNING, SLOW"
Bounce (VIP),Tanger,8,https://youtu.be/zY5B_y-fydU,https://steamcommunity.com/sharedfiles/filedetails/?id=2637476148,https://drive.google.com/file/d/1SAbPv03CGVGc6aTR2KOLuqVhM2t-2RFS/view,909,FluffyYoshi,"TRIPLET, QUINTUPLET, SWING, FUNKY_BEAT, SLOW"
울타리,HyuN,8,https://www.youtube.com/watch?v=N1NkkOshnlg,https://steamcommunity.com/sharedfiles/filedetails/?id=2584604367,https://drive.google.com/file/d/1Rda7LaxHz_8Iz5Atzq5re8e25jLtrMpf/view?usp=sharing,385,"쿠키오빠, Tiara","PSEUDO, TRESILLO, SLOW"
Sirena,BB Yukus,8,https://youtu.be/dXirkC6FsLY,https://steamcommunity.com/sharedfiles/filedetails/?id=2543032944,https://drive.google.com/file/d/1kly4IPY2p9DlBDryWHX9ieIoqeXXJ688/view?usp=sharing,778,bald,"PSEUDO, TRIPLET, TRESILLO"
Valhalla,"Retrograde, Xomu",8,https://www.youtube.com/watch?v=F5TMXO3eJPI, ,https://cdn.discordapp.com/attachments/675256851121831937/751285047494967479/valhalla.zip,993,Astral Overseer,SLOW
Ena,Hinkik,8,https://youtu.be/pr0RJj96bsM,https://steamcommunity.com/sharedfiles/filedetails/?id=2635105765,https://drive.google.com/file/d/14OgzoFeR8qZ5MfuCEbD8M70U-muVIjx3/view?usp=sharing,744,HKyong1,PSEUDO
Amplified,Tobu,8,https://youtu.be/xvtHv1k5YAY, ,https://drive.google.com/file/d/11Kv4iMeunNhyqfSTK3tcZLvbjdltGYHv/view?usp=sharing,755,길냥,"PSEUDO, EPILEPSY_WARNING, SLOW"
DIGITAL CANVAS,Plum,8,https://youtu.be/INry6m6KzKI, ,https://drive.google.com/file/d/1g1kfQHl9zqBupNTIwA34_dgGetYGayTH/view?usp=sharing,632,길냥,"EPILEPSY_WARNING, SLOW"
Rapidspectrum,Sound Souler,8,https://youtu.be/W0d1mYqnLmo,https://steamcommunity.com/sharedfiles/filedetails/?id=2499433023,https://cdn.discordapp.com/attachments/823821103695659079/847502808419926106/Sound_Souler_-_Rapidspectrum.zip,468,XiZnYng,"GIMMICK, TRESILLO"
Stellaria,Lime,8,https://youtu.be/GisIt5INvvs?si=R8evP8AHodGcb-sF,,,591,"PillyXD, 무명",
Etude -Storm-,Polymath9,8,https://youtu.be/l43RLUSr4bo?si=WTw1nVYu9fi-g5NC,https://steamcommunity.com/sharedfiles/filedetails/?id=3018347675,,449,COMMON,
Valhalla,"Retrograde, Xomu",8,https://www.youtube.com/watch?v=F5TMXO3eJPI, ,https://cdn.discordapp.com/attachments/675256851121831937/751285047494967479/valhalla.zip,993,Astral Overseer,SLOW
Timeline (Remake),Plum,8,https://www.youtube.com/watch?v=1F6qqFTYWZA,https://steamcommunity.com/sharedfiles/filedetails/?id=2512772249,https://cdn.discordapp.com/attachments/805035005725900842/852511443558727730/Plum_-_Timeline_fix_renewed.zip,539,헤에에에 (original by pinball),"MAGIC_SHAPE, EPILEPSY_WARNING, TRIPLET"
The Last Page,ARForest,8,https://youtu.be/qCS5miJ2R2g,https://steamcommunity.com/sharedfiles/filedetails/?id=2568934699,https://cdn.discordapp.com/attachments/675256851121831937/873711852624949270/The_Last_Page.zip,479,Orandi,"EPILEPSY_WARNING, TRESILLO, SLOW"
소음공해,WyvernP,8,https://youtu.be/fQlwU62BPiY?si=7szDTNA2rWAlazr4,https://steamcommunity.com/sharedfiles/filedetails/?id=3490746749,,795,ekoiscat,EPILEPSY_WARNING
PLUM ORGEL MEGAMIX,Plum,8,https://www.youtube.com/watch?v=ilRMUQigCnA,https://steamcommunity.com/sharedfiles/filedetails/?id=2587869516,https://drive.google.com/file/d/1-TgfBChff1BBUMHBxPBQjwuQSh1N8-WW/view,1216,Yoonmosee,"PSEUDO, TRESILLO, SLOW"
Candyland pt. II (Remake),Tobu,8,https://youtu.be/zbXARHdMxyM,https://steamcommunity.com/sharedfiles/filedetails/?id=2595917688,https://drive.google.com/file/d/1fmhbyS-W94G5JWqlaf8gqH1gqmII5Xxs/view?usp=sharing,1038,Deureton,"EPILEPSY_WARNING, SLOW"
Mannenzakura,Xomu,8,https://youtu.be/WM2T4ACSAvM?si=Pf1iv60WT7ev1gmj,https://steamcommunity.com/sharedfiles/filedetails/?id=2961420684,,722,푸듀,
Rainy Gate,E0ri4,8,https://www.youtube.com/watch?v=5j9L1j_jylI,https://steamcommunity.com/sharedfiles/filedetails/?id=2718641310,,558,다밍,
Pixel Candy,Cinamoro,8,https://youtu.be/hPJxX_gTC9Y, ,https://cdn.discordapp.com/attachments/931091427943907339/940521732824006656/Pixel.zip,655,"Ureff, Siniker",TRESILLO
Friendship!,PIKASONIC,8,https://youtu.be/zXVjp2qC5V8,https://steamcommunity.com/sharedfiles/filedetails/?id=2488734143,https://cdn.discordapp.com/attachments/389391148797657089/843390713604472832/PIKASONIC_-_Friendship.zip,794,HYONSU,"PSEUDO, SWING, SLOW"
Last Dance,Xomu,8,https://youtu.be/viW-fxc7AWo, ,https://drive.google.com/file/d/1ZBjvHlBXUMPEYXCTUuHHk2gckH8TXOrb/view?usp=sharing,948,Astral Overseer,SLOW
WYSI (When You See It),かめりあ (Camellia),8,https://youtu.be/eeAKaQL1TNc,https://steamcommunity.com/sharedfiles/filedetails/?id=3535742342,,785,★MOON★,EPILEPSY_WARNING
DIGITAL CANVAS,Plum,8,https://youtu.be/INry6m6KzKI, ,https://drive.google.com/file/d/1g1kfQHl9zqBupNTIwA34_dgGetYGayTH/view?usp=sharing,632,길냥,"EPILEPSY_WARNING, SLOW"
Geometrical Dominator (Remake),Waterflame,8,https://youtu.be/zg1fPAlq2KA, ,https://drive.google.com/file/d/1irzqmTZh8SMoBKDg9DBGE2msH4eve8y8/view,517,개시,"TRESILLO, SLOW"
Stellaria,Lime,8,https://youtu.be/GisIt5INvvs?si=R8evP8AHodGcb-sF,,,591,"PillyXD, 무명",
Volcanic Strike,Plum,8,https://youtu.be/wxao05odaWc, ,https://drive.google.com/file/d/1pF-3rpekiZ6S1Ym-L7g0StBHjGpKwQnG/view?usp=sharing,526,Astral Overseer,TRESILLO
Flamewall(Short Ver.),かめりあ(Camellia),8,https://youtu.be/BE7fGM-4-Kg?si=SIeDjLpY0w2okWgR,https://steamcommunity.com/sharedfiles/filedetails/?id=2999844769,,562,"새제비, COMMON",
Carefree,Hazard24,8,https://youtu.be/oK-t525YWoE,https://steamcommunity.com/sharedfiles/filedetails/?id=2732823185,https://drive.google.com/file/d/1PU_Yo6aVFjJ7lP9PTdXHwTZ-DqShT3x6/view?usp=share_link,575,Ryminio,
Aquarius,iTIC,8,https://youtu.be/_PgBSqWJZvY, ,https://drive.google.com/file/d/1arKM7E8FIvoHmCo9BHUWeP0AR-aM3-Eq/view?usp=drivesdk,520,길냥,"MEMORIZATION, EPILEPSY_WARNING, TRESILLO, SLOW"
Vulgar,satie,8,https://www.youtube.com/watch?v=tGPZy4SkWz8,https://steamcommunity.com/sharedfiles/filedetails/?id=2297579565,https://cdn.discordapp.com/attachments/389391148797657089/780777102978711552/satie_-_Vulgar.zip,609,HYONSU,"TRIPLET, TRESILLO, SLOW"
Newspapers for Magicians,かめりあ(Camellia),8,https://www.youtube.com/watch?v=DOr5DoVn_ho, ,https://drive.google.com/file/d/1eY3XOAnvQ6gxUf0yRDXXmGhoFtVgKI9p/view?usp=sharing,1114,똑손,"MAGIC_SHAPE, TRIPLET, TRESILLO, LONG"
Bounce (VIP),Tanger,8,https://youtu.be/zY5B_y-fydU,https://steamcommunity.com/sharedfiles/filedetails/?id=2637476148,https://drive.google.com/file/d/1SAbPv03CGVGc6aTR2KOLuqVhM2t-2RFS/view,909,FluffyYoshi,"TRIPLET, QUINTUPLET, SWING, FUNKY_BEAT, SLOW"
Options,Frums,8,https://youtu.be/ANdgcHHWp70, ,https://cdn.discordapp.com/attachments/675256851121831937/828793086913937418/Options.zip,475,개시,"TRIPLET, FUNKY_BEAT"
Dry Out 2.0,DJVI,8,https://youtu.be/WAMFrraHRVo,https://steamcommunity.com/sharedfiles/filedetails/?id=2781789553,https://drive.google.com/file/d/1YdvsK3Bq81xLW_b39vtfZyVal6TpP3Hb/view?usp=sharing,767,DreamFrame,"PSEUDO, TRESILLO, SLOW"
コピペ (feat. 初音ミク)(Short),いめ44,8,https://youtu.be/QejboBmDJko,https://steamcommunity.com/sharedfiles/filedetails/?id=3327925865,,388,hotduck,
Fantasy (ft. Reichuu),mididuck (cloudfield),8,https://youtu.be/wlRuyCpaj-Y,https://steamcommunity.com/sharedfiles/filedetails/?id=2635859986,https://drive.google.com/file/d/1zwfDhqFqRF4g_C3Yl6Mg7yma2RNfSIsy/view?usp=sharing,616,ron_sa,"PSEUDO, EPILEPSY_WARNING, TRESILLO, SLOW"
Amplified,Tobu,8,https://youtu.be/xvtHv1k5YAY, ,https://drive.google.com/file/d/11Kv4iMeunNhyqfSTK3tcZLvbjdltGYHv/view?usp=sharing,755,길냥,"PSEUDO, EPILEPSY_WARNING, SLOW"
Chronomia,Lime,8,https://youtu.be/8_vN_bHZQbg, ,https://cdn.discordapp.com/attachments/925221112961462274/934381540014694440/Chronomia.zip,464,아나,TRESILLO
Clownparty,Waterflame,8,https://youtu.be/n1i836guuA4,https://steamcommunity.com/sharedfiles/filedetails/?id=2629378439,https://cdn.discordapp.com/attachments/815504574605164554/902201472861745312/Clownparty.zip,686,피렝,TRESILLO
Love Letters,Fizzd,8,https://www.youtube.com/watch?v=mbtyhAQ8GLE,https://steamcommunity.com/sharedfiles/filedetails/?id=2833511588,https://cdn.discordapp.com/attachments/675256851121831937/995815409343279225/hate_letters.zip,318,WillTRM,"TRIPLET, TRESILLO, FUNKY_BEAT, SLOW, DLC"
ugh,Kawai Sprite,8,https://www.youtube.com/watch?v=gLRuBDKV5Xk, ,https://cdn.discordapp.com/attachments/821380712178384971/840453076501397554/ugh.zip,443,버블,"EPILEPSY_WARNING, TRIPLET"
wing (Easy Ver.),Frums,8,https://youtu.be/7c1WiKdFg9s?si=OcvJAI5nLsa9d-rd,https://steamcommunity.com/sharedfiles/filedetails/?id=3339229633,,513,"hotduck, COMMON",
Mystery Circles Ultra / U.U.F.O.,かめりあ(Camellia),8,https://youtu.be/_udSZm9dN40, ,https://drive.google.com/file/d/1IVbBF3z-7Zy52cWYm3nT3fNLkQek1z_G/view?usp=sharing,824,Ureff,"TRESILLO, FUNKY_BEAT, SLOW"
Excelsia,ak+q,8,https://youtu.be/FyojHFQ4wpw, ,https://cdn.discordapp.com/attachments/815504574605164554/1001134814902095924/Excelsia.zip,503,피렝,"TRIPLET, SLOW"
Sunshine,KOTDARI,8,https://www.youtube.com/watch?v=48gOfXPw5rM,https://steamcommunity.com/sharedfiles/filedetails/?id=2762543984,,905,pixxy,
Party of spirits,Cansol,8,https://youtu.be/n141EvriDZY, ,https://drive.google.com/file/d/1mJn1AiLSxNylqQH-zqOADsuBS9lILNXz/view?usp=sharing,598,seeker,"TRIPLET, SWING, SLOW"
PARTY in PSPACE(short),tn-shi,8,https://www.youtube.com/watch?v=J4sAsHpU0j0,,,582,COMMON,
현재가 미래의 추억이 되기를 바라며,FLiCo,8,https://youtu.be/bL9nA8HKjDA,https://steamcommunity.com/sharedfiles/filedetails/?id=2789756085,https://cdn.discordapp.com/attachments/675256851121831937/960831281577463838/FLiCo_-_Hoping_the_present_be_futures_reminiscence.zip,370,Poodew,"TRESILLO, SPEED_CHANGES, SLOW"
Swaying,PIKASONIC,8,https://youtu.be/VtJRKD4EzDc,https://steamcommunity.com/sharedfiles/filedetails/?id=2407393550,https://cdn.discordapp.com/attachments/771016237899579393/814690030387593266/PIKASONIC_-_Swaying.zip,624,"초보잼, Σιριυς","TRESILLO, SLOW"
Don't Eat Me,Orange Wolke,8,https://youtu.be/k-1TkzJTZvg, ,https://drive.google.com/open?id=1l63rtXwNZ65XzX65YrEI-2xatM7DNzgw,954,-K,"TRESILLO, SLOW, LONG"
Last Night,Shikimi,8,https://www.youtube.com/watch?v=zuMAQqJNJ9c ,https://steamcommunity.com/sharedfiles/filedetails/?id=2574559469,https://drive.google.com/file/d/1kwHBK3Vpyu-0R2WZPLK3ZVrttDIQ9vzw/view?usp=sharing ,522,kms,"EPILEPSY_WARNING, SLOW"
End of the Last Night,Dafikun(다피쿤),8,https://youtu.be/aDkMPngIsng, ,https://cdn.discordapp.com/attachments/760276593947705377/812191629384876082/End_of_the_Last_Night_fix.zip,408,pinball,"TRIPLET, SWING, SPEED_CHANGES"
Crystalize,Lockyn,8,https://youtu.be/zFvrYko3FwM, ,https://cdn.discordapp.com/attachments/598145105727324211/817445342277664788/Crystalize.zip,716,더파쿠르,"EPILEPSY_WARNING, SPEED_CHANGES, SLOW"
Phantasy,Amidst,8,https://youtu.be/vFXFopPWtAQ, ,https://cdn.discordapp.com/attachments/731770307576070144/755346199732682782/Admist-fantasy.zip,851,"eju1026 gd, AeiL",
Tally-Ho!,Dunderpatrullen,8,https://youtu.be/viLJWrn5CGs,https://steamcommunity.com/sharedfiles/filedetails/?id=2722537599,https://drive.google.com/file/d/1XS3-AcKf4RUrmbPZ3GiliAGP3ToaTcae/view,914,FluffyYoshi,"GIMMICK, MEMORIZATION, QUINTUPLET, SWING, SLOW"
R176,Cranky,8,https://www.youtube.com/watch?v=t1Ce29r5fHQ,https://steamcommunity.com/sharedfiles/filedetails/?id=2723803014,https://drive.google.com/file/d/11GjXhswne1fftlhxozzkSEwbBNN1AVy4/view?usp=sharing,552,rKizCora/Team P.A.L.,
Reflecting,skymuted,8,https://youtu.be/4v6_7lUVSws,https://steamcommunity.com/sharedfiles/filedetails/?id=2835790212,https://drive.google.com/drive/folders/11GZbsacaZTS0gBYSzZQrsm_iHij2XmaX?usp=sharing,285,"Nickname, NfK","PSEUDO_P2, SLOW"
Rush The Sky,IMING,8,https://youtu.be/3Laj-fqGZH0, ,https://drive.google.com/uc?export=download&id=1mtb9cYUmoqnib7Fo0ViWaXpj-UYxFdNC,1190,Star4th,"MEMORIZATION, TRIPLET, SWING, SLOW, LONG"
Factory Floor,C Allen,8,https://www.youtube.com/watch?v=VQpYse-QfNc,https://steamcommunity.com/sharedfiles/filedetails/?id=2124053982,https://drive.google.com/uc?export=download&id=1kDoFPtqpFSeSTx9VVhxwEKWOrlsT9TS-,1188,Firestix,"EPILEPSY_WARNING, SLOW"
Etude -Storm-,Polymath9,8,https://youtu.be/l43RLUSr4bo?si=WTw1nVYu9fi-g5NC,https://steamcommunity.com/sharedfiles/filedetails/?id=3018347675,,449,COMMON,
Sweet Sprinkle,Seedbean,8,https://www.youtube.com/watch?v=DdkpqssBQUQ,https://steamcommunity.com/sharedfiles/filedetails/?id=3352423290,,989,Ceria,
FINAL BLENDERMAN APPEARED. (feat. RichaadEB) (Short),かめりあ(Camellia),8,https://youtu.be/qR9vYslIaW8?si=7qCz5c0a4ax-Mbdt,https://steamcommunity.com/sharedfiles/filedetails/?id=2935089966,,638,푸듀,
Laboratory-018,Riya,8,https://youtu.be/Iw6ifT38AOY,,,414,세븐,EPILEPSY_WARNING
Step In The Light,Plum,9,https://youtu.be/uZNA4I82KVU,https://steamcommunity.com/sharedfiles/filedetails/?id=2492503180,https://drive.google.com/file/d/1hyeP0o3Jn8ON5dG7w68qR6etBDwSvk8b/view?usp=sharing,762,BMRea,"EPILEPSY_WARNING, SLOW"
かくれんぼ,RUQOA,9,https://youtu.be/dDpjd07ST1w,,,753,쇼핑잉,
